trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
63_4_5241_1_14:30,14:45:00,14:45:00,17028,6,0
63_4_5241_1_14:30,14:48:00,14:48:00,17027,7,0
63_4_5241_1_14:30,14:51:00,14:51:00,17026,8,0
63_4_5241_1_14:30,14:53:00,14:53:00,17327,9,0
63_4_5241_1_14:30,14:54:00,14:54:00,17025,10,0
63_4_5241_1_14:30,14:57:00,14:57:00,17024,11,0
63_4_5241_1_14:30,15:00:00,15:00:00,16825,12,1
63_4_5241_1_17:05,17:05:00,17:05:00,16825,1,1
63_4_5241_1_17:05,17:10:00,17:10:00,17050,2,0
63_4_5241_1_17:05,17:15:00,17:15:00,17063,3,1
63_4_5289_0_07:08,07:08:00,07:08:00,17045,1,1
63_4_5289_0_07:08,07:11:00,07:11:00,17106,2,0
63_4_5289_0_07:08,07:15:00,07:15:00,17105,3,0
63_4_5289_0_07:08,07:20:00,07:20:00,16818,4,0
63_4_5289_0_07:08,07:24:00,07:24:00,17030,5,0
63_4_5289_0_07:08,07:30:00,07:30:00,17326,6,0
63_4_5289_0_07:08,07:30:00,07:30:00,16819,7,1
63_4_5289_0_07:15,07:15:00,07:15:00,17045,1,1
63_4_5289_0_07:15,07:18:00,07:18:00,17106,2,0
63_4_5289_0_07:15,07:22:00,07:22:00,17105,3,0
63_4_5289_0_07:15,07:27:00,07:27:00,16818,4,0
63_4_5289_0_07:15,07:31:00,07:31:00,17030,5,0
63_4_5289_0_07:15,07:36:00,07:36:00,17326,6,0
63_4_5289_0_07:15,07:37:00,07:37:00,16819,7,0
63_4_5289_0_07:15,07:38:00,07:38:00,17325,8,0
63_4_5289_0_07:15,07:42:00,07:42:00,16925,9,0
63_4_5289_0_07:15,07:47:00,07:47:00,17324,10,0
63_4_5289_0_07:15,07:49:00,07:49:00,16817,11,0
63_4_5289_0_07:15,07:50:00,07:50:00,17323,12,0
63_4_5289_0_07:15,07:54:00,07:54:00,16968,13,0
63_4_5289_0_07:15,08:02:00,08:02:00,16967,14,0
63_4_5289_0_07:15,08:03:00,08:03:00,16829,15,0
63_4_5289_0_07:15,08:04:00,08:04:00,16967,16,0
63_4_5289_0_07:15,08:09:00,08:09:00,16830,17,0
63_4_5289_0_07:15,08:10:00,08:10:00,17322,18,0
63_4_5289_0_07:15,08:11:00,08:11:00,17321,19,0
63_4_5289_0_07:15,08:12:00,08:12:00,17320,20,0
63_4_5289_0_07:15,08:15:00,08:15:00,16966,21,0
63_4_5289_0_07:15,08:17:00,08:17:00,16965,22,0
63_4_5289_0_07:15,08:19:00,08:19:00,16816,23,1
63_4_5289_1_17:10,17:10:00,17:10:00,16816,1,1
63_4_5289_1_17:10,17:12:00,17:12:00,16965,2,0
63_4_5289_1_17:10,17:15:00,17:15:00,16966,3,0
63_4_5289_1_17:10,17:17:00,17:17:00,17320,4,0
63_4_5289_1_17:10,17:18:00,17:18:00,17321,5,0
63_4_5289_1_17:10,17:19:00,17:19:00,17322,6,0
63_4_5289_1_17:10,17:20:00,17:20:00,16830,7,0
63_4_5289_1_17:10,17:25:00,17:25:00,16967,8,0
63_4_5289_1_17:10,17:26:00,17:26:00,16829,9,0
63_4_5289_1_17:10,17:27:00,17:27:00,16967,10,0
63_4_5289_1_17:10,17:32:00,17:32:00,16968,11,0
63_4_5289_1_17:10,17:39:00,17:39:00,17323,12,0
63_4_5289_1_17:10,17:40:00,17:40:00,16817,13,0
63_4_5289_1_17:10,17:41:00,17:41:00,17324,14,0
63_4_5289_1_17:10,17:45:00,17:45:00,16925,15,0
63_4_5289_1_17:10,17:51:00,17:51:00,17325,16,0
63_4_5289_1_17:10,17:55:00,17:55:00,16819,17,0
63_4_5289_1_17:10,17:56:00,17:56:00,17326,18,0
63_4_5289_1_17:10,18:01:00,18:01:00,17030,19,0
63_4_5289_1_17:10,18:05:00,18:05:00,16818,20,0
63_4_5289_1_17:10,18:10:00,18:10:00,17105,21,0
63_4_5289_1_17:10,18:14:00,18:14:00,17106,22,0
63_4_5289_1_17:10,18:15:00,18:15:00,17045,23,0
63_4_5289_1_17:10,18:16:00,18:16:00,17046,24,0
63_4_5289_1_17:10,18:17:00,18:17:00,17045,25,1
63_4_5289_1_18:00,18:00:00,18:00:00,16819,1,1
63_4_5289_1_18:00,18:01:00,18:01:00,17326,2,0
63_4_5289_1_18:00,18:06:00,18:06:00,17030,3,0
63_4_5289_1_18:00,18:10:00,18:10:00,16818,4,0
63_4_5289_1_18:00,18:15:00,18:15:00,17105,5,0
63_4_5289_1_18:00,18:19:00,18:19:00,17106,6,0
63_4_5289_1_18:00,18:20:00,18:20:00,17045,7,0
63_4_5289_1_18:00,18:21:00,18:21:00,17046,8,0
63_4_5289_1_18:00,18:22:00,18:22:00,17045,9,1
63_4_5289_1_17:10,17:10:00,17:10:00,16816,1,1
63_4_5289_1_17:10,17:12:00,17:12:00,16965,2,0
63_4_5289_1_17:10,17:15:00,17:15:00,16966,3,0
63_4_5289_1_17:10,17:17:00,17:17:00,17320,4,0
63_4_5289_1_17:10,17:18:00,17:18:00,17321,5,0
63_4_5289_1_17:10,17:19:00,17:19:00,17322,6,0
63_4_5289_1_17:10,17:20:00,17:20:00,16830,7,0
63_4_5289_1_17:10,17:25:00,17:25:00,16967,8,0
63_4_5289_1_17:10,17:26:00,17:26:00,16829,9,0
63_4_5289_1_17:10,17:27:00,17:27:00,16967,10,0
63_4_5289_1_17:10,17:32:00,17:32:00,16968,11,0
63_4_5289_1_17:10,17:39:00,17:39:00,17323,12,0
63_4_5289_1_17:10,17:40:00,17:40:00,16817,13,0
63_4_5289_1_17:10,17:41:00,17:41:00,17324,14,0
63_4_5289_1_17:10,17:45:00,17:45:00,16925,15,0
63_4_5289_1_17:10,17:51:00,17:51:00,17325,16,0
63_4_5289_1_17:10,18:00:00,18:00:00,16819,17,0
63_4_5289_1_17:10,18:01:00,18:01:00,17326,18,0
63_4_5289_1_17:10,18:06:00,18:06:00,17030,19,0
63_4_5289_1_17:10,18:10:00,18:10:00,16818,20,0
63_4_5289_1_17:10,18:15:00,18:15:00,17105,21,0
63_4_5289_1_17:10,18:19:00,18:19:00,17106,22,0
63_4_5289_1_17:10,18:20:00,18:20:00,17045,23,0
63_4_5289_1_17:10,18:21:00,18:21:00,17046,24,0
63_4_5289_1_17:10,18:22:00,18:22:00,17045,25,1
63_4_5289_1_18:15,18:15:00,18:15:00,16819,1,1
63_4_5289_1_18:15,18:16:00,18:16:00,17326,2,0
63_4_5289_1_18:15,18:21:00,18:21:00,17030,3,0
63_4_5289_1_18:15,18:25:00,18:25:00,16818,4,0
63_4_5289_1_18:15,18:30:00,18:30:00,17105,5,0
63_4_5289_1_18:15,18:34:00,18:34:00,17106,6,0
63_4_5289_1_18:15,18:37:00,18:37:00,17045,7,0
63_4_5289_1_18:15,18:37:00,18:37:00,17045,8,1
63_4_5289_1_17:40,17:40:00,17:40:00,16816,1,1
63_4_5289_1_17:40,17:42:00,17:42:00,16965,2,0
63_4_5289_1_17:40,17:45:00,17:45:00,16966,3,0
63_4_5289_1_17:40,17:47:00,17:47:00,17320,4,0
63_4_5289_1_17:40,17:48:00,17:48:00,17321,5,0
63_4_5289_1_17:40,17:49:00,17:49:00,17322,6,0
63_4_5289_1_17:40,17:50:00,17:50:00,16830,7,0
63_4_5289_1_17:40,17:55:00,17:55:00,16967,8,0
63_4_5289_1_17:40,17:56:00,17:56:00,16829,9,0
63_4_5289_1_17:40,17:57:00,17:57:00,16967,10,0
63_4_5289_1_17:40,18:02:00,18:02:00,16968,11,0
63_4_5289_1_17:40,18:09:00,18:09:00,17323,12,0
63_4_5289_1_17:40,18:10:00,18:10:00,16817,13,0
63_4_5289_1_17:40,18:11:00,18:11:00,17324,14,0
63_4_5289_1_17:40,18:15:00,18:15:00,16925,15,0
63_4_5289_1_17:40,18:21:00,18:21:00,17325,16,0
63_4_5289_1_17:40,18:15:00,18:15:00,16819,17,0
63_4_5289_1_17:40,18:15:00,18:15:00,17326,18,0
63_4_5289_1_17:40,18:21:00,18:21:00,17030,19,0
63_4_5289_1_17:40,18:25:00,18:25:00,16818,20,0
63_4_5289_1_17:40,18:30:00,18:30:00,17105,21,0
63_4_5289_1_17:40,18:34:00,18:34:00,17106,22,0
63_4_5289_1_17:40,18:37:00,18:37:00,17045,23,0
63_4_5289_1_17:40,00:00:00,00:00:00,17045,24,1
63_4_5289_0_07:15,07:15:00,07:15:00,17045,1,1
63_4_5289_0_07:15,07:18:00,07:18:00,17106,2,0
63_4_5289_0_07:15,07:22:00,07:22:00,17105,3,0
63_4_5289_0_07:15,07:27:00,07:27:00,16818,4,0
63_4_5289_0_07:15,07:31:00,07:31:00,17030,5,0
63_4_5289_0_07:15,07:36:00,07:36:00,17326,6,0
63_4_5289_0_07:15,07:37:00,07:37:00,16819,7,0
63_4_5289_0_07:15,07:38:00,07:38:00,17325,8,0
63_4_5289_0_07:15,07:42:00,07:42:00,16925,9,0
63_4_5289_0_07:15,07:47:00,07:47:00,17324,10,0
63_4_5289_0_07:15,07:49:00,07:49:00,16817,11,0
63_4_5289_0_07:15,07:50:00,07:50:00,17323,12,0
63_4_5289_0_07:15,07:54:00,07:54:00,16968,13,0
63_4_5289_0_07:15,08:02:00,08:02:00,16967,14,0
63_4_5289_0_07:15,08:03:00,08:03:00,16829,15,0
63_4_5289_0_07:15,08:04:00,08:04:00,16967,16,0
63_4_5289_0_07:15,08:09:00,08:09:00,16830,17,0
63_4_5289_0_07:15,08:10:00,08:10:00,17322,18,0
63_4_5289_0_07:15,08:11:00,08:11:00,17321,19,0
63_4_5289_0_07:15,08:12:00,08:12:00,17320,20,0
63_4_5289_0_07:15,08:15:00,08:15:00,16966,21,0
63_4_5289_0_07:15,08:17:00,08:17:00,16965,22,0
63_4_5289_0_07:15,08:19:00,08:19:00,16816,23,1
63_4_5289_0_07:37,07:37:00,07:37:00,16819,1,1
63_4_5289_0_07:37,07:38:00,07:38:00,17325,2,0
63_4_5289_0_07:37,07:39:00,07:39:00,16925,3,0
63_4_5289_0_07:37,07:40:00,07:40:00,17324,4,0
63_4_5289_0_07:37,07:49:00,07:49:00,16817,5,0
63_4_5289_0_07:37,07:50:00,07:50:00,17323,6,0
63_4_5289_0_07:37,07:51:00,07:51:00,16968,7,0
63_4_5289_0_07:37,07:52:00,07:52:00,16967,8,0
63_4_5289_0_07:37,08:03:00,08:03:00,16829,9,0
63_4_5289_0_07:37,08:04:00,08:04:00,16967,10,0
63_4_5289_0_07:37,08:09:00,08:09:00,16830,11,0
63_4_5289_0_07:37,08:10:00,08:10:00,17322,12,0
63_4_5289_0_07:37,08:11:00,08:11:00,17321,13,0
63_4_5289_0_07:37,08:12:00,08:12:00,17320,14,0
63_4_5289_0_07:37,08:13:00,08:13:00,16966,15,0
63_4_5289_0_07:37,08:14:00,08:14:00,16965,16,0
63_4_5289_0_07:37,08:19:00,08:19:00,16816,17,1
63_4_5289_0_16:40,16:40:00,16:40:00,17045,1,1
63_4_5289_0_16:40,16:43:00,16:43:00,17106,2,0
63_4_5289_0_16:40,16:47:00,16:47:00,17105,3,0
63_4_5289_0_16:40,16:52:00,16:52:00,16818,4,0
63_4_5289_0_16:40,16:56:00,16:56:00,17030,5,0
63_4_5289_0_16:40,17:01:00,17:01:00,17326,6,0
63_4_5289_0_16:40,17:02:00,17:02:00,16819,7,1
63_4_5289_1_16:15,16:15:00,16:15:00,16819,1,1
63_4_5289_1_16:15,16:16:00,16:16:00,17326,2,0
63_4_5289_1_16:15,16:21:00,16:21:00,17030,3,0
63_4_5289_1_16:15,16:25:00,16:25:00,16818,4,0
63_4_5289_1_16:15,16:30:00,16:30:00,17105,5,0
63_4_5289_1_16:15,16:34:00,16:34:00,17106,6,0
63_4_5289_1_16:15,16:35:00,16:35:00,17045,7,0
63_4_5289_1_16:15,16:36:00,16:36:00,17046,8,0
63_4_5289_1_16:15,16:37:00,16:37:00,17045,9,1
63_4_5289_1_17:10,17:10:00,17:10:00,16816,1,1
63_4_5289_1_17:10,17:12:00,17:12:00,16965,2,0
63_4_5289_1_17:10,17:15:00,17:15:00,16966,3,0
63_4_5289_1_17:10,17:17:00,17:17:00,17320,4,0
63_4_5289_1_17:10,17:18:00,17:18:00,17321,5,0
63_4_5289_1_17:10,17:19:00,17:19:00,17322,6,0
63_4_5289_1_17:10,17:20:00,17:20:00,16830,7,0
63_4_5289_1_17:10,17:25:00,17:25:00,16967,8,0
63_4_5289_1_17:10,17:26:00,17:26:00,16829,9,0
63_4_5289_1_17:10,17:27:00,17:27:00,16967,10,0
63_4_5289_1_17:10,17:32:00,17:32:00,16968,11,0
63_4_5289_1_17:10,17:39:00,17:39:00,17323,12,0
63_4_5289_1_17:10,17:40:00,17:40:00,16817,13,0
63_4_5289_1_17:10,17:41:00,17:41:00,17324,14,0
63_4_5289_1_17:10,17:45:00,17:45:00,16925,15,0
63_4_5289_1_17:10,17:51:00,17:51:00,17325,16,0
63_4_5289_1_17:10,17:52:00,17:52:00,16819,17,1
63_4_5289_1_18:00,18:00:00,18:00:00,16819,1,1
63_4_5289_1_18:00,18:01:00,18:01:00,17326,2,0
63_4_5289_1_18:00,18:06:00,18:06:00,17030,3,0
63_4_5289_1_18:00,18:10:00,18:10:00,16818,4,0
63_4_5289_1_18:00,18:15:00,18:15:00,17105,5,0
63_4_5289_1_18:00,18:19:00,18:19:00,17106,6,0
63_4_5289_1_18:00,18:20:00,18:20:00,17045,7,0
63_4_5289_1_18:00,18:21:00,18:21:00,17046,8,0
63_4_5289_1_18:00,18:22:00,18:22:00,17045,9,1
63_4_5289_1_17:10,17:10:00,17:10:00,16816,1,1
63_4_5289_1_17:10,17:12:00,17:12:00,16965,2,0
63_4_5289_1_17:10,17:15:00,17:15:00,16966,3,0
63_4_5289_1_17:10,17:17:00,17:17:00,17320,4,0
63_4_5289_1_17:10,17:18:00,17:18:00,17321,5,0
63_4_5289_1_17:10,17:19:00,17:19:00,17322,6,0
63_4_5289_1_17:10,17:20:00,17:20:00,16830,7,0
63_4_5289_1_17:10,17:25:00,17:25:00,16967,8,0
63_4_5289_1_17:10,17:26:00,17:26:00,16829,9,0
63_4_5289_1_17:10,17:27:00,17:27:00,16967,10,0
63_4_5289_1_17:10,17:32:00,17:32:00,16968,11,0
63_4_5289_1_17:10,17:39:00,17:39:00,17323,12,0
63_4_5289_1_17:10,17:40:00,17:40:00,16817,13,0
63_4_5289_1_17:10,17:41:00,17:41:00,17324,14,0
63_4_5289_1_17:10,17:45:00,17:45:00,16925,15,0
63_4_5289_1_17:10,17:51:00,17:51:00,17325,16,0
63_4_5289_1_17:10,18:00:00,18:00:00,16819,17,0
63_4_5289_1_17:10,18:01:00,18:01:00,17326,18,0
63_4_5289_1_17:10,18:06:00,18:06:00,17030,19,0
63_4_5289_1_17:10,18:10:00,18:10:00,16818,20,0
63_4_5289_1_17:10,18:15:00,18:15:00,17105,21,0
63_4_5289_1_17:10,18:19:00,18:19:00,17106,22,0
63_4_5289_1_17:10,18:20:00,18:20:00,17045,23,0
63_4_5289_1_17:10,18:21:00,18:21:00,17046,24,0
63_4_5289_1_17:10,18:22:00,18:22:00,17045,25,1
63_4_5289_1_17:40,17:40:00,17:40:00,16816,1,1
63_4_5289_1_17:40,17:42:00,17:42:00,16965,2,0
63_4_5289_1_17:40,17:45:00,17:45:00,16966,3,0
63_4_5289_1_17:40,17:47:00,17:47:00,17320,4,0
63_4_5289_1_17:40,17:48:00,17:48:00,17321,5,0
63_4_5289_1_17:40,17:49:00,17:49:00,17322,6,0
63_4_5289_1_17:40,17:50:00,17:50:00,16830,7,0
63_4_5289_1_17:40,17:55:00,17:55:00,16967,8,0
63_4_5289_1_17:40,17:56:00,17:56:00,16829,9,0
63_4_5289_1_17:40,17:57:00,17:57:00,16967,10,0
63_4_5289_1_17:40,18:02:00,18:02:00,16968,11,0
63_4_5289_1_17:40,18:09:00,18:09:00,17323,12,0
63_4_5289_1_17:40,18:10:00,18:10:00,16817,13,0
63_4_5289_1_17:40,18:11:00,18:11:00,17324,14,0
63_4_5289_1_17:40,18:15:00,18:15:00,16925,15,0
63_4_5289_1_17:40,18:21:00,18:21:00,17325,16,0
63_4_5289_1_17:40,18:22:00,18:22:00,16819,17,1
63_4_5313_0_06:55,06:55:00,06:55:00,16951,1,1
63_4_5313_0_06:55,06:58:00,06:58:00,17375,2,0
63_4_5313_0_06:55,06:58:00,06:58:00,17112,3,0
63_4_5313_0_06:55,06:59:00,06:59:00,17065,4,0
63_4_5313_0_06:55,07:00:00,07:00:00,17112,5,0
63_4_5313_0_06:55,07:02:00,07:02:00,16950,6,0
63_4_5313_0_06:55,07:05:00,07:05:00,17109,7,0
63_4_5313_0_06:55,07:06:00,07:06:00,16946,8,0
63_4_5313_0_06:55,07:11:00,07:11:00,16977,9,0
63_4_5313_0_06:55,07:13:00,07:13:00,17374,10,0
63_4_5313_0_06:55,07:14:00,07:14:00,17352,11,0
63_4_5313_0_06:55,07:16:00,07:16:00,16945,12,0
63_4_5313_0_06:55,07:18:00,07:18:00,17352,13,0
63_4_5313_0_06:55,07:20:00,07:20:00,17353,14,0
63_4_5313_0_06:55,07:31:00,07:31:00,16944,15,0
63_4_5313_0_06:55,07:34:00,07:34:00,17354,16,0
63_4_5313_0_06:55,07:37:00,07:37:00,16943,17,0
63_4_5313_0_06:55,07:40:00,07:40:00,16941,18,0
63_4_5313_0_06:55,07:41:00,07:41:00,16942,19,0
63_4_5313_0_06:55,07:42:00,07:42:00,16941,20,0
63_4_5313_0_06:55,07:44:00,07:44:00,17355,21,0
63_4_5313_0_06:55,07:46:00,07:46:00,17356,22,0
63_4_5313_0_06:55,07:48:00,07:48:00,17359,23,0
63_4_5313_0_06:55,07:50:00,07:50:00,17357,24,0
63_4_5313_0_06:55,07:51:00,07:51:00,17358,25,0
63_4_5313_0_06:55,07:52:00,07:52:00,16816,26,1
63_4_5313_0_07:31,07:31:00,07:31:00,16950,1,1
63_4_5313_0_07:31,07:34:00,07:34:00,17109,2,0
63_4_5313_0_07:31,07:35:00,07:35:00,16946,3,0
63_4_5313_0_07:31,07:40:00,07:40:00,16977,4,0
63_4_5313_0_07:31,07:42:00,07:42:00,17374,5,0
63_4_5313_0_07:31,07:43:00,07:43:00,17352,6,0
63_4_5313_0_07:31,07:45:00,07:45:00,16945,7,0
63_4_5313_0_07:31,07:47:00,07:47:00,17352,8,0
63_4_5313_0_07:31,07:49:00,07:49:00,17353,9,0
63_4_5313_0_07:31,07:50:00,07:50:00,16944,10,0
63_4_5313_0_07:31,07:53:00,07:53:00,17354,11,0
63_4_5313_0_07:31,07:56:00,07:56:00,16943,12,0
63_4_5313_0_07:31,07:59:00,07:59:00,16941,13,0
63_4_5313_0_07:31,08:00:00,08:00:00,16942,14,0
63_4_5313_0_07:31,08:01:00,08:01:00,16941,15,0
63_4_5313_0_07:31,08:03:00,08:03:00,17355,16,0
63_4_5313_0_07:31,08:05:00,08:05:00,17356,17,0
63_4_5313_0_07:31,08:07:00,08:07:00,17359,18,0
63_4_5313_0_07:31,08:09:00,08:09:00,17357,19,0
63_4_5313_0_07:31,08:10:00,08:10:00,17358,20,0
63_4_5313_0_07:31,08:11:00,08:11:00,16816,21,1
63_4_5313_0_13:50,13:50:00,13:50:00,16946,1,1
63_4_5313_0_13:50,13:55:00,13:55:00,16977,2,0
63_4_5313_0_13:50,13:57:00,13:57:00,17374,3,0
63_4_5313_0_13:50,13:58:00,13:58:00,17352,4,0
63_4_5313_0_13:50,14:00:00,14:00:00,16945,5,0
63_4_5313_0_13:50,14:02:00,14:02:00,17352,6,0
63_4_5313_0_13:50,14:04:00,14:04:00,17353,7,0
63_4_5313_0_13:50,14:05:00,14:05:00,16944,8,0
63_4_5313_0_13:50,14:08:00,14:08:00,17354,9,0
63_4_5313_0_13:50,14:11:00,14:11:00,16943,10,0
63_4_5313_0_13:50,14:14:00,14:14:00,16941,11,0
63_4_5313_0_13:50,14:15:00,14:15:00,16942,12,0
63_4_5313_0_13:50,14:16:00,14:16:00,16941,13,0
63_4_5313_0_13:50,14:18:00,14:18:00,17355,14,0
63_4_5313_0_13:50,14:20:00,14:20:00,17356,15,0
63_4_5313_0_13:50,14:22:00,14:22:00,17359,16,0
63_4_5313_0_13:50,14:24:00,14:24:00,17357,17,0
63_4_5313_0_13:50,14:25:00,14:25:00,17358,18,0
63_4_5313_0_13:50,14:26:00,14:26:00,16816,19,1
63_4_5313_0_14:20,14:20:00,14:20:00,16946,1,1
63_4_5313_0_14:20,14:25:00,14:25:00,16977,2,0
63_4_5313_0_14:20,14:27:00,14:27:00,17374,3,0
63_4_5313_0_14:20,14:28:00,14:28:00,17352,4,0
63_4_5313_0_14:20,14:30:00,14:30:00,16945,5,0
63_4_5313_0_14:20,14:32:00,14:32:00,17352,6,0
63_4_5313_0_14:20,14:34:00,14:34:00,17353,7,0
63_4_5313_0_14:20,14:35:00,14:35:00,16944,8,0
63_4_5313_0_14:20,14:38:00,14:38:00,17354,9,0
63_4_5313_0_14:20,14:41:00,14:41:00,16943,10,0
63_4_5313_0_14:20,14:44:00,14:44:00,16941,11,0
63_4_5313_0_14:20,14:45:00,14:45:00,16942,12,0
63_4_5313_0_14:20,14:46:00,14:46:00,16941,13,0
63_4_5313_0_14:20,14:48:00,14:48:00,17355,14,0
63_4_5313_0_14:20,14:50:00,14:50:00,17356,15,0
63_4_5313_0_14:20,14:52:00,14:52:00,17359,16,0
63_4_5313_0_14:20,14:54:00,14:54:00,17357,17,0
63_4_5313_0_14:20,14:55:00,14:55:00,17358,18,0
63_4_5313_0_14:20,14:56:00,14:56:00,16816,19,1
63_4_5313_1_13:10,13:10:00,13:10:00,16816,1,1
63_4_5313_1_13:10,13:11:00,13:11:00,17358,2,0
63_4_5313_1_13:10,13:12:00,13:12:00,17357,3,0
63_4_5313_1_13:10,13:14:00,13:14:00,16940,4,0
63_4_5313_1_13:10,13:16:00,13:16:00,17356,5,0
63_4_5313_1_13:10,13:18:00,13:18:00,17355,6,0
63_4_5313_1_13:10,13:20:00,13:20:00,16941,7,0
63_4_5313_1_13:10,13:21:00,13:21:00,16942,8,0
63_4_5313_1_13:10,13:22:00,13:22:00,16941,9,0
63_4_5313_1_13:10,13:25:00,13:25:00,16943,10,0
63_4_5313_1_13:10,13:28:00,13:28:00,17354,11,0
63_4_5313_1_13:10,13:31:00,13:31:00,16944,12,0
63_4_5313_1_13:10,13:32:00,13:32:00,17353,13,0
63_4_5313_1_13:10,13:34:00,13:34:00,17352,14,0
63_4_5313_1_13:10,13:36:00,13:36:00,16945,15,0
63_4_5313_1_13:10,13:37:00,13:37:00,17352,16,0
63_4_5313_1_13:10,13:39:00,13:39:00,17374,17,0
63_4_5313_1_13:10,13:41:00,13:41:00,16977,18,0
63_4_5313_1_13:10,13:46:00,13:46:00,16946,19,1
63_4_5313_1_13:40,13:40:00,13:40:00,16816,1,1
63_4_5313_1_13:40,13:41:00,13:41:00,17358,2,0
63_4_5313_1_13:40,13:42:00,13:42:00,17357,3,0
63_4_5313_1_13:40,13:44:00,13:44:00,16940,4,0
63_4_5313_1_13:40,13:46:00,13:46:00,17356,5,0
63_4_5313_1_13:40,13:48:00,13:48:00,17355,6,0
63_4_5313_1_13:40,13:50:00,13:50:00,16941,7,0
63_4_5313_1_13:40,13:51:00,13:51:00,16942,8,0
63_4_5313_1_13:40,13:52:00,13:52:00,16941,9,0
63_4_5313_1_13:40,13:55:00,13:55:00,16943,10,0
63_4_5313_1_13:40,13:58:00,13:58:00,17354,11,0
63_4_5313_1_13:40,14:01:00,14:01:00,16944,12,0
63_4_5313_1_13:40,14:02:00,14:02:00,17353,13,0
63_4_5313_1_13:40,14:04:00,14:04:00,17352,14,0
63_4_5313_1_13:40,14:06:00,14:06:00,16945,15,0
63_4_5313_1_13:40,14:07:00,14:07:00,17352,16,0
63_4_5313_1_13:40,14:09:00,14:09:00,17374,17,0
63_4_5313_1_13:40,14:11:00,14:11:00,16977,18,0
63_4_5313_1_13:40,14:16:00,14:16:00,16946,19,1
63_4_5313_1_17:35,17:35:00,17:35:00,16816,1,1
63_4_5313_1_17:35,17:36:00,17:36:00,17358,2,0
63_4_5313_1_17:35,17:37:00,17:37:00,17357,3,0
63_4_5313_1_17:35,17:39:00,17:39:00,16940,4,0
63_4_5313_1_17:35,17:41:00,17:41:00,17356,5,0
63_4_5313_1_17:35,17:43:00,17:43:00,17355,6,0
63_4_5313_1_17:35,17:45:00,17:45:00,16941,7,0
63_4_5313_1_17:35,17:46:00,17:46:00,16942,8,0
63_4_5313_1_17:35,17:47:00,17:47:00,16941,9,0
63_4_5313_1_17:35,17:50:00,17:50:00,16943,10,0
63_4_5313_1_17:35,17:53:00,17:53:00,17354,11,0
63_4_5313_1_17:35,17:56:00,17:56:00,16944,12,0
63_4_5313_1_17:35,17:57:00,17:57:00,17353,13,0
63_4_5313_1_17:35,17:59:00,17:59:00,17352,14,0
63_4_5313_1_17:35,18:01:00,18:01:00,16945,15,0
63_4_5313_1_17:35,18:02:00,18:02:00,17352,16,0
63_4_5313_1_17:35,18:04:00,18:04:00,17374,17,0
63_4_5313_1_17:35,18:06:00,18:06:00,16977,18,0
63_4_5313_1_17:35,18:11:00,18:11:00,16946,19,0
63_4_5313_1_17:35,18:12:00,18:12:00,17109,20,0
63_4_5313_1_17:35,18:15:00,18:15:00,16950,21,1
63_4_5313_1_18:15,18:15:00,18:15:00,16816,1,1
63_4_5313_1_18:15,18:16:00,18:16:00,17358,2,0
63_4_5313_1_18:15,18:17:00,18:17:00,17357,3,0
63_4_5313_1_18:15,18:19:00,18:19:00,16940,4,0
63_4_5313_1_18:15,18:21:00,18:21:00,17356,5,0
63_4_5313_1_18:15,18:23:00,18:23:00,17355,6,0
63_4_5313_1_18:15,18:25:00,18:25:00,16941,7,0
63_4_5313_1_18:15,18:26:00,18:26:00,16942,8,0
63_4_5313_1_18:15,18:27:00,18:27:00,16941,9,0
63_4_5313_1_18:15,18:30:00,18:30:00,16943,10,0
63_4_5313_1_18:15,18:33:00,18:33:00,17354,11,0
63_4_5313_1_18:15,18:36:00,18:36:00,16944,12,0
63_4_5313_1_18:15,18:37:00,18:37:00,17353,13,0
63_4_5313_1_18:15,18:39:00,18:39:00,17352,14,0
63_4_5313_1_18:15,18:56:00,18:56:00,16945,15,0
63_4_5313_1_18:15,18:57:00,18:57:00,17352,16,0
63_4_5313_1_18:15,18:59:00,18:59:00,17374,17,0
63_4_5313_1_18:15,19:01:00,19:01:00,16977,18,0
63_4_5313_1_18:15,19:06:00,19:06:00,16946,19,0
63_4_5313_1_18:15,19:07:00,19:07:00,17109,20,0
63_4_5313_1_18:15,19:10:00,19:10:00,16950,21,0
63_4_5313_1_18:15,19:12:00,19:12:00,17112,22,0
63_4_5313_1_18:15,19:13:00,19:13:00,17065,23,0
63_4_5313_1_18:15,19:14:00,19:14:00,17112,24,0
63_4_5313_1_18:15,19:16:00,19:16:00,17375,25,0
63_4_5313_1_18:15,19:17:00,19:17:00,16951,26,1
63_4_5314_0_17:00,17:00:00,17:00:00,16816,1,1
63_4_5314_0_17:00,17:01:00,17:01:00,17358,2,0
63_4_5314_0_17:00,17:02:00,17:02:00,17357,3,0
63_4_5314_0_17:00,17:04:00,17:04:00,16940,4,0
63_4_5314_0_17:00,17:05:00,17:05:00,17356,5,0
63_4_5314_0_17:00,17:07:00,17:07:00,17355,6,0
63_4_5314_0_17:00,17:10:00,17:10:00,16941,7,0
63_4_5314_0_17:00,17:11:00,17:11:00,16942,8,0
63_4_5314_0_17:00,17:12:00,17:12:00,16941,9,0
63_4_5314_0_17:00,17:18:00,17:18:00,16943,10,0
63_4_5314_0_17:00,17:20:00,17:20:00,17354,11,0
